2013-01-01 00:03:00,2013-01-01 00:04:00, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 754914
2013-01-01 00:01:00,2013-01-01 00:04:00, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 826637
2013-01-01 00:03:00,2013-01-01 00:04:00, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 969272
2013-01-01 00:03:00,2013-01-01 00:05:00, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 960357
2013-01-01 00:00:00,2013-01-01 00:05:00, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1068549
2013-01-01 00:02:00,2013-01-01 00:05:00, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1169852
2013-01-01 00:00:00,2013-01-01 00:05:00, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1202270
2013-01-01 00:00:00,2013-01-01 00:05:00, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.6, 1699872
2013-01-01 00:01:00,2013-01-01 00:05:00, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 1.4, 1.1, 1552780
2013-01-01 00:04:00,2013-01-01 00:05:00, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 1.5, 1.3, 2679275
2013-01-01 00:04:00,2013-01-01 00:06:00, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1.1, 1.4, 2022828
2013-01-01 00:00:00,2013-01-01 00:06:00, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1.3, 1.5, 1590870
2013-01-01 00:05:00,2013-01-01 00:06:00, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1.4, 1.6, 1636254
2013-01-01 00:02:00,2013-01-01 00:06:00, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1.5, 1.1, 1655299
2013-01-01 00:04:00,2013-01-01 00:06:00, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1.1, 1.3, 1753361
2013-01-01 00:01:00,2013-01-01 00:06:00, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1.3, 1.4, 1586413
2013-01-01 00:03:38,2013-01-01 00:06:59, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1.4, 1.5, 1637875
2013-01-01 00:03:00,2013-01-01 00:07:00, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.5, 1.6, 1751335
2013-01-01 00:00:00,2013-01-01 00:07:00, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1699063
2013-01-01 00:03:00,2013-01-01 00:07:00, 1.4, 1.1, 1.3, 1.6, 1.1, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1.1, 1.1, 1.6, 1.5, 1.5, 1.4, 1.4, 1.3, 1.3, 1761465
